data,estacao,esforco,n.de.cameras,lados,modelo,obs
17/03/2015,AFV16,1,2,ED,Bushnell,_
18/03/2015,AFV16,1,2,ED,Bushnell,_
19/03/2015,AFV16,1,2,ED,Bushnell,_
20/03/2015,AFV16,1,2,ED,Bushnell,_
21/03/2015,AFV16,1,2,ED,Bushnell,_
22/03/2015,AFV16,1,2,ED,Bushnell,_
23/03/2015,AFV16,1,2,ED,Bushnell,_
24/03/2015,AFV16,1,2,ED,Bushnell,_
25/03/2015,AFV16,1,2,ED,Bushnell,_
26/03/2015,AFV16,1,2,ED,Bushnell,_
27/03/2015,AFV16,1,2,ED,Bushnell,_
28/03/2015,AFV16,1,2,ED,Bushnell,_
29/03/2015,AFV16,1,2,ED,Bushnell,_
30/03/2015,AFV16,1,2,ED,Bushnell,_
31/03/2015,AFV16,1,2,ED,Bushnell,_
01/04/2015,AFV16,1,2,ED,Bushnell,_
02/04/2015,AFV16,1,2,ED,Bushnell,_
03/04/2015,AFV16,1,2,ED,Bushnell,_
04/04/2015,AFV16,1,2,ED,Bushnell,_
05/04/2015,AFV16,1,2,ED,Bushnell,_
06/04/2015,AFV16,1,2,ED,Bushnell,_
07/04/2015,AFV16,1,2,ED,Bushnell,_
08/04/2015,AFV16,1,2,ED,Bushnell,_
09/04/2015,AFV16,1,2,ED,Bushnell,_
10/04/2015,AFV16,1,2,ED,Bushnell,_
11/04/2015,AFV16,1,2,ED,Bushnell,_
12/04/2015,AFV16,1,2,ED,Bushnell,_
13/04/2015,AFV16,1,2,ED,Bushnell,_
13/03/2015,AFV17a,1,1,D,Bushnell,Camera E não reconheceu cartão.
14/03/2015,AFV17a,1,1,D,Bushnell,Camera E não reconheceu cartão.
15/03/2015,AFV17a,1,1,D,Bushnell,Camera E não reconheceu cartão.
16/03/2015,AFV17a,1,1,D,Bushnell,Camera E não reconheceu cartão.
17/03/2015,AFV17a,1,1,D,Bushnell,Camera E não reconheceu cartão.
18/03/2015,AFV17a,1,1,D,Bushnell,Camera E não reconheceu cartão.
19/03/2015,AFV17a,1,1,D,Bushnell,Camera E não reconheceu cartão.
20/03/2015,AFV17a,1,1,D,Bushnell,Camera E não reconheceu cartão.
21/03/2015,AFV17a,1,1,D,Bushnell,Camera E não reconheceu cartão.
22/03/2015,AFV17a,1,1,D,Bushnell,Camera E não reconheceu cartão.
23/03/2015,AFV17a,1,1,D,Bushnell,Camera E não reconheceu cartão.
24/03/2015,AFV17a,1,1,D,Bushnell,Camera E não reconheceu cartão.
25/03/2015,AFV17a,1,1,D,Bushnell,_
26/03/2015,AFV17a,1,1,D,Bushnell,_
27/03/2015,AFV17a,1,1,D,Bushnell,_
28/03/2015,AFV17a,1,1,D,Bushnell,_
29/03/2015,AFV17a,1,1,D,Bushnell,_
30/03/2015,AFV17a,1,1,D,Bushnell,_
31/03/2015,AFV17a,1,2,ED,Bushnell,_
01/04/2015,AFV17a,1,2,ED,Bushnell,_
02/04/2015,AFV17a,1,2,ED,Bushnell,_
03/04/2015,AFV17a,1,2,ED,Bushnell,_
04/04/2015,AFV17a,1,2,ED,Bushnell,_
05/04/2015,AFV17a,1,2,ED,Bushnell,_
06/04/2015,AFV17a,1,2,ED,Bushnell,_
07/04/2015,AFV17a,1,2,ED,Bushnell,_
08/04/2015,AFV17a,1,2,ED,Bushnell,_
09/04/2015,AFV17a,1,2,ED,Bushnell,_
10/04/2015,AFV17a,1,2,ED,Bushnell,_
11/04/2015,AFV17a,1,2,ED,Bushnell,_
12/04/2015,AFV17a,1,2,ED,Bushnell,_
13/04/2015,AFV17a,1,2,ED,Bushnell,_
13/03/2015,AFV18,1,2,ED,Bushnell,_
14/03/2015,AFV18,1,2,ED,Bushnell,_
15/03/2015,AFV18,1,2,ED,Bushnell,_
16/03/2015,AFV18,1,2,ED,Bushnell,_
17/03/2015,AFV18,1,2,ED,Bushnell,_
18/03/2015,AFV18,1,2,ED,Bushnell,_
19/03/2015,AFV18,1,2,ED,Bushnell,_
20/03/2015,AFV18,1,2,ED,Bushnell,_
21/03/2015,AFV18,1,2,ED,Bushnell,_
22/03/2015,AFV18,1,2,ED,Bushnell,_
23/03/2015,AFV18,1,2,ED,Bushnell,_
24/03/2015,AFV18,1,2,ED,Bushnell,_
25/03/2015,AFV18,1,2,ED,Bushnell,_
26/03/2015,AFV18,1,2,ED,Bushnell,_
27/03/2015,AFV18,1,2,ED,Bushnell,_
28/03/2015,AFV18,1,2,ED,Bushnell,_
29/03/2015,AFV18,1,2,ED,Bushnell,_
30/03/2015,AFV18,1,2,ED,Bushnell,_
31/03/2015,AFV18,1,2,ED,Bushnell,_
01/04/2015,AFV18,1,2,ED,Bushnell,_
02/04/2015,AFV18,1,2,ED,Bushnell,_
03/04/2015,AFV18,1,2,ED,Bushnell,_
04/04/2015,AFV18,1,2,ED,Bushnell,_
05/04/2015,AFV18,1,2,ED,Bushnell,_
06/04/2015,AFV18,1,2,ED,Bushnell,_
07/04/2015,AFV18,1,2,ED,Bushnell,_
08/04/2015,AFV18,1,2,ED,Bushnell,_
09/04/2015,AFV18,1,2,ED,Bushnell,_
10/04/2015,AFV18,1,2,ED,Bushnell,_
11/04/2015,AFV18,1,2,ED,Bushnell,_
12/04/2015,AFV18,1,2,ED,Bushnell,_
13/04/2015,AFV18,1,2,ED,Bushnell,_
13/03/2015,AFV19,1,2,ED,Bushnell,_
14/03/2015,AFV19,1,2,ED,Bushnell,_
15/03/2015,AFV19,1,2,ED,Bushnell,_
16/03/2015,AFV19,1,2,ED,Bushnell,_
17/03/2015,AFV19,1,2,ED,Bushnell,_
18/03/2015,AFV19,1,2,ED,Bushnell,_
19/03/2015,AFV19,1,2,ED,Bushnell,_
20/03/2015,AFV19,1,2,ED,Bushnell,_
21/03/2015,AFV19,1,2,ED,Bushnell,_
22/03/2015,AFV19,1,2,ED,Bushnell,_
23/03/2015,AFV19,1,2,ED,Bushnell,_
24/03/2015,AFV19,1,2,ED,Bushnell,_
25/03/2015,AFV19,1,2,ED,Bushnell,_
26/03/2015,AFV19,1,2,ED,Bushnell,_
27/03/2015,AFV19,1,2,ED,Bushnell,_
28/03/2015,AFV19,1,2,ED,Bushnell,_
29/03/2015,AFV19,1,2,ED,Bushnell,_
30/03/2015,AFV19,1,2,ED,Bushnell,_
31/03/2015,AFV19,1,2,ED,Bushnell,_
01/04/2015,AFV19,1,2,ED,Bushnell,_
02/04/2015,AFV19,1,2,ED,Bushnell,_
03/04/2015,AFV19,1,2,ED,Bushnell,_
04/04/2015,AFV19,1,2,ED,Bushnell,_
05/04/2015,AFV19,1,2,ED,Bushnell,_
06/04/2015,AFV19,1,2,ED,Bushnell,_
07/04/2015,AFV19,1,2,ED,Bushnell,_
08/04/2015,AFV19,1,2,ED,Bushnell,_
09/04/2015,AFV19,1,2,ED,Bushnell,_
10/04/2015,AFV19,1,2,ED,Bushnell,_
11/04/2015,AFV19,1,2,ED,Bushnell,_
12/04/2015,AFV19,1,2,ED,Bushnell,_
13/04/2015,AFV19,1,2,ED,Bushnell,_
13/03/2015,AFV20,1,1,D,Bushnell,_
14/03/2015,AFV20,1,1,D,Bushnell,_
15/03/2015,AFV20,1,1,D,Bushnell,_
16/03/2015,AFV20,1,1,D,Bushnell,_
17/03/2015,AFV20,1,1,D,Bushnell,_
18/03/2015,AFV20,1,1,D,Bushnell,_
19/03/2015,AFV20,1,1,D,Bushnell,_
20/03/2015,AFV20,1,1,D,Bushnell,_
21/03/2015,AFV20,1,1,D,Bushnell,_
22/03/2015,AFV20,1,1,D,Bushnell,_
23/03/2015,AFV20,1,1,D,Bushnell,_
24/03/2015,AFV20,1,1,D,Bushnell,_
25/03/2015,AFV20,1,1,D,Bushnell,_
26/03/2015,AFV20,1,1,D,Bushnell,_
27/03/2015,AFV20,1,1,D,Bushnell,_
28/03/2015,AFV20,1,1,D,Bushnell,_
29/03/2015,AFV20,1,1,D,Bushnell,_
30/03/2015,AFV20,1,1,D,Bushnell,_
31/03/2015,AFV20,1,1,D,Bushnell,_
01/04/2015,AFV20,1,1,D,Bushnell,_
02/04/2015,AFV20,1,1,D,Bushnell,_
03/04/2015,AFV20,1,1,D,Bushnell,_
04/04/2015,AFV20,1,1,D,Bushnell,_
05/04/2015,AFV20,1,1,D,Bushnell,_
06/04/2015,AFV20,1,1,D,Bushnell,_
07/04/2015,AFV20,1,1,D,Bushnell,_
08/04/2015,AFV20,1,1,D,Bushnell,_
09/04/2015,AFV20,1,1,D,Bushnell,_
10/04/2015,AFV20,1,1,D,Bushnell,_
11/04/2015,AFV20,1,1,D,Bushnell,_
12/04/2015,AFV20,1,1,D,Bushnell,_
13/04/2015,AFV20,1,1,D,Bushnell,_
13/03/2015,AFV21a,1,2,ED,Bushnell,_
14/03/2015,AFV21a,1,2,ED,Bushnell,_
15/03/2015,AFV21a,1,2,ED,Bushnell,_
16/03/2015,AFV21a,1,2,ED,Bushnell,_
17/03/2015,AFV21a,1,2,ED,Bushnell,_
18/03/2015,AFV21a,1,2,ED,Bushnell,_
19/03/2015,AFV21a,1,2,ED,Bushnell,_
20/03/2015,AFV21a,1,2,ED,Bushnell,_
21/03/2015,AFV21a,1,2,ED,Bushnell,_
22/03/2015,AFV21a,1,2,ED,Bushnell,_
23/03/2015,AFV21a,1,2,ED,Bushnell,_
24/03/2015,AFV21a,1,2,ED,Bushnell,_
25/03/2015,AFV21a,1,1,E,Bushnell,_
26/03/2015,AFV21a,1,1,E,Bushnell,_
27/03/2015,AFV21a,1,1,E,Bushnell,_
28/03/2015,AFV21a,1,1,E,Bushnell,_
29/03/2015,AFV21a,1,1,E,Bushnell,_
30/03/2015,AFV21a,1,1,E,Bushnell,_
31/03/2015,AFV21a,1,2,ED,Bushnell,_
01/04/2015,AFV21a,1,2,ED,Bushnell,_
02/04/2015,AFV21a,1,2,ED,Bushnell,_
03/04/2015,AFV21a,1,2,ED,Bushnell,_
04/04/2015,AFV21a,1,2,ED,Bushnell,_
05/04/2015,AFV21a,1,2,ED,Bushnell,_
06/04/2015,AFV21a,1,2,ED,Bushnell,_
07/04/2015,AFV21a,1,2,ED,Bushnell,_
08/04/2015,AFV21a,1,2,ED,Bushnell,_
09/04/2015,AFV21a,1,2,ED,Bushnell,_
10/04/2015,AFV21a,1,2,ED,Bushnell,_
11/04/2015,AFV21a,1,2,ED,Bushnell,_
12/04/2015,AFV21a,1,2,ED,Bushnell,_
13/04/2015,AFV21a,1,2,ED,Bushnell,
13/03/2015,AFV26,1,2,ED,Bushnell,_
14/03/2015,AFV26,1,2,ED,Bushnell,_
15/03/2015,AFV26,1,2,ED,Bushnell,_
16/03/2015,AFV26,1,2,ED,Bushnell,_
17/03/2015,AFV26,1,2,ED,Bushnell,_
18/03/2015,AFV26,1,2,ED,Bushnell,_
19/03/2015,AFV26,1,2,eD,Bushnell,_
20/03/2015,AFV26,1,2,ED,Bushnell,_
21/03/2015,AFV26,1,2,ED,Bushnell,_
22/03/2015,AFV26,1,2,ED,Bushnell,_
23/03/2015,AFV26,1,2,ED,Bushnell,_
24/03/2015,AFV26,1,2,ED,Bushnell,_
25/03/2015,AFV26,1,2,ED,Bushnell,_
26/03/2015,AFV26,1,2,ED,Bushnell,_
27/03/2015,AFV26,1,2,ED,Bushnell,_
28/03/2015,AFV26,1,2,ED,Bushnell,_
29/03/2015,AFV26,1,2,ED,Bushnell,_
30/03/2015,AFV26,1,2,ED,Bushnell,_
31/03/2015,AFV26,1,2,ED,Bushnell,_
01/04/2015,AFV26,1,2,ED,Bushnell,_
02/04/2015,AFV26,1,2,ED,Bushnell,_
03/04/2015,AFV26,1,2,ED,Bushnell,_
04/04/2015,AFV26,1,2,ED,Bushnell,_
05/04/2015,AFV26,1,2,ED,Bushnell,_
06/04/2015,AFV26,1,2,ED,Bushnell,_
07/04/2015,AFV26,1,2,ED,Bushnell,_
08/04/2015,AFV26,1,2,ED,Bushnell,_
09/04/2015,AFV26,1,2,ED,Bushnell,_
10/04/2015,AFV26,1,2,ED,Bushnell,_
11/04/2015,AFV26,1,2,ED,Bushnell,_
12/04/2015,AFV26,1,2,ED,Bushnell,_
13/04/2015,AFV26,1,2,ED,Bushnell,_
13/03/2015,AFV27,1,1,D,Bushnell,_
14/03/2015,AFV27,1,1,D,Bushnell,_
15/03/2015,AFV27,1,1,D,Bushnell,_
16/03/2015,AFV27,1,1,D,Bushnell,_
17/03/2015,AFV27,1,1,D,Bushnell,_
18/03/2015,AFV27,1,1,D,Bushnell,_
19/03/2015,AFV27,1,1,D,Bushnell,_
20/03/2015,AFV27,1,1,D,Bushnell,_
21/03/2015,AFV27,1,1,D,Bushnell,_
22/03/2015,AFV27,1,1,D,Bushnell,_
23/03/2015,AFV27,1,1,D,Bushnell,_
24/03/2015,AFV27,1,1,D,Bushnell,_
25/03/2015,AFV27,1,1,D,Bushnell,_
26/03/2015,AFV27,1,1,D,Bushnell,_
27/03/2015,AFV27,1,1,D,Bushnell,_
28/03/2015,AFV27,1,1,D,Bushnell,_
29/03/2015,AFV27,1,1,D,Bushnell,_
30/03/2015,AFV27,1,1,D,Bushnell,_
31/03/2015,AFV27,1,1,D,Bushnell,_
01/04/2015,AFV27,1,1,D,Bushnell,_
02/04/2015,AFV27,1,1,D,Bushnell,_
03/04/2015,AFV27,1,1,D,Bushnell,_
04/04/2015,AFV27,1,1,D,Bushnell,_
05/04/2015,AFV27,1,1,D,Bushnell,_
06/04/2015,AFV27,1,1,D,Bushnell,_
07/04/2015,AFV27,1,1,D,Bushnell,_
08/04/2015,AFV27,1,1,D,Bushnell,_
09/04/2015,AFV27,1,1,D,Bushnell,_
10/04/2015,AFV27,1,1,D,Bushnell,_
11/04/2015,AFV27,1,1,D,Bushnell,_
12/04/2015,AFV27,1,1,D,Bushnell,_
13/04/2015,AFV27,1,1,D,Bushnell,_
13/03/2015,AFV28,1,1,D,Bushnell,_
14/03/2015,AFV28,1,1,D,Bushnell,_
15/03/2015,AFV28,1,1,D,Bushnell,_
16/03/2015,AFV28,1,1,D,Bushnell,_
17/03/2015,AFV28,1,1,D,Bushnell,_
18/03/2015,AFV28,1,1,D,Bushnell,_
19/03/2015,AFV28,1,1,D,Bushnell,_
20/03/2015,AFV28,1,1,D,Bushnell,_
21/03/2015,AFV28,1,1,D,Bushnell,_
22/03/2015,AFV28,1,1,D,Bushnell,_
23/03/2015,AFV28,1,1,D,Bushnell,_
24/03/2015,AFV28,1,1,D,Bushnell,_
25/03/2015,AFV28,1,1,D,Bushnell,_
26/03/2015,AFV28,1,1,D,Bushnell,_
27/03/2015,AFV28,1,1,D,Bushnell,_
28/03/2015,AFV28,1,1,D,Bushnell,_
29/03/2015,AFV28,1,1,D,Bushnell,_
30/03/2015,AFV28,1,1,D,Bushnell,_
31/03/2015,AFV28,1,1,D,Bushnell,_
01/04/2015,AFV28,1,1,D,Bushnell,_
02/04/2015,AFV28,1,1,D,Bushnell,_
03/04/2015,AFV28,1,1,D,Bushnell,_
04/04/2015,AFV28,1,1,D,Bushnell,_
05/04/2015,AFV28,1,1,D,Bushnell,_
06/04/2015,AFV28,1,1,D,Bushnell,_
07/04/2015,AFV28,1,1,D,Bushnell,_
08/04/2015,AFV28,1,1,D,Bushnell,_
09/04/2015,AFV28,1,1,D,Bushnell,_
10/04/2015,AFV28,1,1,D,Bushnell,_
11/04/2015,AFV28,1,1,D,Bushnell,_
12/04/2015,AFV28,1,1,D,Bushnell,_
13/04/2015,AFV28,1,1,D,Bushnell,_
13/03/2015,AFV29,1,1,D,Bushnell,_
14/03/2015,AFV29,1,1,D,Bushnell,_
15/03/2015,AFV29,1,1,D,Bushnell,_
16/03/2015,AFV29,1,1,D,Bushnell,_
17/03/2015,AFV29,1,1,D,Bushnell,_
18/03/2015,AFV29,1,1,D,Bushnell,_
19/03/2015,AFV29,1,1,D,Bushnell,_
20/03/2015,AFV29,0,0,NA,Bushnell,_
21/03/2015,AFV29,0,0,NA,Bushnell,_
22/03/2015,AFV29,0,0,NA,Bushnell,_
23/03/2015,AFV29,0,0,NA,Bushnell,_
24/03/2015,AFV29,0,0,NA,Bushnell,_
25/03/2015,AFV29,1,1,D,Bushnell,_
26/03/2015,AFV29,1,1,D,Bushnell,_
27/03/2015,AFV29,1,1,D,Bushnell,_
28/03/2015,AFV29,1,1,D,Bushnell,_
29/03/2015,AFV29,1,1,D,Bushnell,_
30/03/2015,AFV29,1,1,D,Bushnell,_
31/03/2015,AFV29,1,1,D,Bushnell,_
01/04/2015,AFV29,1,1,D,Bushnell,_
02/04/2015,AFV29,1,1,D,Bushnell,_
03/04/2015,AFV29,1,1,D,Bushnell,_
04/04/2015,AFV29,1,1,D,Bushnell,_
05/04/2015,AFV29,1,1,D,Bushnell,_
06/04/2015,AFV29,1,1,D,Bushnell,_
07/04/2015,AFV29,1,1,D,Bushnell,_
08/04/2015,AFV29,1,1,D,Bushnell,_
09/04/2015,AFV29,1,1,D,Bushnell,_
10/04/2015,AFV29,1,1,D,Bushnell,_
11/04/2015,AFV29,1,1,D,Bushnell,_
12/04/2015,AFV29,1,1,D,Bushnell,_
13/04/2015,AFV29,1,1,D,Bushnell,_
13/03/2015,AFV30,1,1,D,Bushnell,_
14/03/2015,AFV30,1,1,D,Bushnell,_
15/03/2015,AFV30,1,1,D,Bushnell,_
16/03/2015,AFV30,1,1,D,Bushnell,_
17/03/2015,AFV30,1,1,D,Bushnell,_
18/03/2015,AFV30,1,1,D,Bushnell,_
19/03/2015,AFV30,1,1,D,Bushnell,_
20/03/2015,AFV30,1,1,D,Bushnell,_
21/03/2015,AFV30,1,1,D,Bushnell,_
22/03/2015,AFV30,1,1,D,Bushnell,_
23/03/2015,AFV30,1,1,D,Bushnell,_
24/03/2015,AFV30,1,1,D,Bushnell,_
25/03/2015,AFV30,1,1,D,Bushnell,_
26/03/2015,AFV30,1,1,D,Bushnell,_
27/03/2015,AFV30,1,1,D,Bushnell,_
28/03/2015,AFV30,1,1,D,Bushnell,_
29/03/2015,AFV30,1,1,D,Bushnell,_
30/03/2015,AFV30,1,1,D,Bushnell,_
31/03/2015,AFV30,1,1,D,Bushnell,_
01/04/2015,AFV30,1,1,D,Bushnell,_
02/04/2015,AFV30,1,1,D,Bushnell,_
03/04/2015,AFV30,1,1,D,Bushnell,_
04/04/2015,AFV30,1,1,D,Bushnell,_
05/04/2015,AFV30,1,1,D,Bushnell,_
06/04/2015,AFV30,1,1,D,Bushnell,_
07/04/2015,AFV30,1,1,D,Bushnell,_
08/04/2015,AFV30,1,1,D,Bushnell,_
09/04/2015,AFV30,1,1,D,Bushnell,_
10/04/2015,AFV30,1,1,D,Bushnell,_
11/04/2015,AFV30,1,1,D,Bushnell,_
12/04/2015,AFV30,1,1,D,Bushnell,_
13/04/2015,AFV30,1,1,D,Bushnell,_
13/03/2015,AFV31,1,1,D,Bushnell,_
14/03/2015,AFV31,1,1,D,Bushnell,_
15/03/2015,AFV31,1,1,D,Bushnell,_
16/03/2015,AFV31,1,1,D,Bushnell,_
17/03/2015,AFV31,1,1,D,Bushnell,_
18/03/2015,AFV31,1,1,D,Bushnell,_
19/03/2015,AFV31,1,1,D,Bushnell,_
20/03/2015,AFV31,1,1,D,Bushnell,_
21/03/2015,AFV31,1,1,D,Bushnell,_
22/03/2015,AFV31,1,1,D,Bushnell,_
23/03/2015,AFV31,1,1,D,Bushnell,_
24/03/2015,AFV31,1,1,D,Bushnell,_
25/03/2015,AFV31,1,1,D,Bushnell,_
26/03/2015,AFV31,1,1,D,Bushnell,_
27/03/2015,AFV31,1,1,D,Bushnell,_
28/03/2015,AFV31,1,1,D,Bushnell,_
29/03/2015,AFV31,1,1,D,Bushnell,_
30/03/2015,AFV31,1,1,D,Bushnell,_
31/03/2015,AFV31,1,1,D,Bushnell,_
01/04/2015,AFV31,1,1,D,Bushnell,_
02/04/2015,AFV31,1,1,D,Bushnell,_
03/04/2015,AFV31,1,1,D,Bushnell,_
04/04/2015,AFV31,1,1,D,Bushnell,_
05/04/2015,AFV31,1,1,D,Bushnell,_
06/04/2015,AFV31,1,1,D,Bushnell,_
07/04/2015,AFV31,1,1,D,Bushnell,_
08/04/2015,AFV31,1,1,D,Bushnell,_
09/04/2015,AFV31,1,1,D,Bushnell,_
10/04/2015,AFV31,1,1,D,Bushnell,_
11/04/2015,AFV31,1,1,D,Bushnell,_
12/04/2015,AFV31,1,1,D,Bushnell,_
13/04/2015,AFV31,1,1,D,Bushnell,_
13/03/2015,AFV32,1,1,D,Bushnell,_
14/03/2015,AFV32,1,1,D,Bushnell,_
15/03/2015,AFV32,1,1,D,Bushnell,_
16/03/2015,AFV32,1,1,D,Bushnell,_
17/03/2015,AFV32,1,1,D,Bushnell,_
18/03/2015,AFV32,1,1,D,Bushnell,_
19/03/2015,AFV32,1,1,D,Bushnell,_
20/03/2015,AFV32,1,1,D,Bushnell,_
21/03/2015,AFV32,1,1,D,Bushnell,_
22/03/2015,AFV32,1,1,D,Bushnell,_
23/03/2015,AFV32,1,1,D,Bushnell,_
24/03/2015,AFV32,1,1,D,Bushnell,_
25/03/2015,AFV32,1,1,D,Bushnell,_
26/03/2015,AFV32,1,1,D,Bushnell,_
27/03/2015,AFV32,1,1,D,Bushnell,_
28/03/2015,AFV32,1,1,D,Bushnell,_
29/03/2015,AFV32,1,1,D,Bushnell,_
30/03/2015,AFV32,1,1,D,Bushnell,_
31/03/2015,AFV32,1,1,D,Bushnell,_
01/04/2015,AFV32,1,1,D,Bushnell,_
02/04/2015,AFV32,1,1,D,Bushnell,_
03/04/2015,AFV32,1,1,D,Bushnell,_
04/04/2015,AFV32,1,1,D,Bushnell,_
05/04/2015,AFV32,1,1,D,Bushnell,_
06/04/2015,AFV32,1,1,D,Bushnell,_
07/04/2015,AFV32,1,1,D,Bushnell,_
08/04/2015,AFV32,1,1,D,Bushnell,_
09/04/2015,AFV32,1,1,D,Bushnell,_
10/04/2015,AFV32,1,1,D,Bushnell,_
11/04/2015,AFV32,1,1,D,Bushnell,_
12/04/2015,AFV32,1,1,D,Bushnell,_
13/04/2015,AFV32,1,1,D,Bushnell,_
13/03/2015,AFV33,0,0,NA,NA,_
14/03/2015,AFV33,0,0,NA,NA,_
15/03/2015,AFV33,0,0,NA,NA,_
16/03/2015,AFV33,0,0,NA,NA,_
17/03/2015,AFV33,0,0,NA,NA,_
18/03/2015,AFV33,0,0,NA,NA,_
19/03/2015,AFV33,0,0,NA,NA,_
20/03/2015,AFV33,1,1,D,Bushnell,_
21/03/2015,AFV33,1,1,D,Bushnell,_
22/03/2015,AFV33,1,1,D,Bushnell,_
23/03/2015,AFV33,1,1,D,Bushnell,_
24/03/2015,AFV33,1,1,D,Bushnell,_
25/03/2015,AFV33,1,1,D,Bushnell,_
26/03/2015,AFV33,1,1,D,Bushnell,_
27/03/2015,AFV33,1,1,D,Bushnell,_
28/03/2015,AFV33,1,1,D,Bushnell,_
29/03/2015,AFV33,1,1,D,Bushnell,_
30/03/2015,AFV33,1,1,D,Bushnell,_
31/03/2015,AFV33,1,1,D,Bushnell,_
01/04/2015,AFV33,1,1,D,Bushnell,_
02/04/2015,AFV33,1,1,D,Bushnell,_
03/04/2015,AFV33,1,1,D,Bushnell,_
04/04/2015,AFV33,1,1,D,Bushnell,_
05/04/2015,AFV33,1,1,D,Bushnell,_
06/04/2015,AFV33,1,1,D,Bushnell,_
07/04/2015,AFV33,1,1,D,Bushnell,_
08/04/2015,AFV33,1,1,D,Bushnell,_
09/04/2015,AFV33,1,1,D,Bushnell,_
10/04/2015,AFV33,1,1,D,Bushnell,_
11/04/2015,AFV33,1,1,D,Bushnell,_
12/04/2015,AFV33,1,1,D,Bushnell,_
13/04/2015,AFV33,1,1,D,Bushnell,_
13/03/2015,AFV34,1,1,D,Bushnell,_
14/03/2015,AFV34,1,1,D,Bushnell,_
15/03/2015,AFV34,1,1,D,Bushnell,_
16/03/2015,AFV34,1,1,D,Bushnell,_
17/03/2015,AFV34,1,1,D,Bushnell,_
18/03/2015,AFV34,1,1,D,Bushnell,_
19/03/2015,AFV34,1,1,D,Bushnell,_
20/03/2015,AFV34,1,1,D,Bushnell,_
21/03/2015,AFV34,1,1,D,Bushnell,_
22/03/2015,AFV34,1,1,D,Bushnell,_
23/03/2015,AFV34,1,1,D,Bushnell,_
24/03/2015,AFV34,1,1,D,Bushnell,_
25/03/2015,AFV34,1,1,D,Bushnell,_
26/03/2015,AFV34,1,1,D,Bushnell,_
27/03/2015,AFV34,1,1,D,Bushnell,_
28/03/2015,AFV34,1,1,D,Bushnell,_
29/03/2015,AFV34,1,1,D,Bushnell,_
30/03/2015,AFV34,1,1,D,Bushnell,_
31/03/2015,AFV34,1,1,D,Bushnell,_
01/04/2015,AFV34,1,1,D,Bushnell,_
02/04/2015,AFV34,1,1,D,Bushnell,_
03/04/2015,AFV34,1,1,D,Bushnell,_
04/04/2015,AFV34,1,1,D,Bushnell,_
05/04/2015,AFV34,1,1,D,Bushnell,_
06/04/2015,AFV34,1,1,D,Bushnell,_
07/04/2015,AFV34,1,1,D,Bushnell,_
08/04/2015,AFV34,1,1,D,Bushnell,_
09/04/2015,AFV34,1,1,D,Bushnell,_
10/04/2015,AFV34,1,1,D,Bushnell,_
11/04/2015,AFV34,1,1,D,Bushnell,_
12/04/2015,AFV34,1,1,D,Bushnell,_
13/04/2015,AFV34,1,1,D,Bushnell,_
13/03/2015,AFV35,1,1,D,Bushnell,_
14/03/2015,AFV35,1,1,D,Bushnell,_
15/03/2015,AFV35,1,1,D,Bushnell,_
16/03/2015,AFV35,1,1,D,Bushnell,_
17/03/2015,AFV35,1,1,D,Bushnell,_
18/03/2015,AFV35,1,1,D,Bushnell,_
19/03/2015,AFV35,1,1,D,Bushnell,_
20/03/2015,AFV35,1,1,D,Bushnell,_
21/03/2015,AFV35,1,1,D,Bushnell,_
22/03/2015,AFV35,1,1,D,Bushnell,_
23/03/2015,AFV35,1,1,D,Bushnell,_
24/03/2015,AFV35,1,1,D,Bushnell,_
25/03/2015,AFV35,1,1,D,Bushnell,_
26/03/2015,AFV35,1,1,D,Bushnell,_
27/03/2015,AFV35,1,1,D,Bushnell,_
28/03/2015,AFV35,1,1,D,Bushnell,_
29/03/2015,AFV35,1,1,D,Bushnell,_
30/03/2015,AFV35,1,1,D,Bushnell,_
31/03/2015,AFV35,1,1,D,Bushnell,_
01/04/2015,AFV35,1,1,D,Bushnell,_
02/04/2015,AFV35,1,1,D,Bushnell,_
03/04/2015,AFV35,1,1,D,Bushnell,_
04/04/2015,AFV35,1,1,D,Bushnell,_
05/04/2015,AFV35,1,1,D,Bushnell,_
06/04/2015,AFV35,1,1,D,Bushnell,_
07/04/2015,AFV35,1,1,D,Bushnell,_
08/04/2015,AFV35,1,1,D,Bushnell,_
09/04/2015,AFV35,1,1,D,Bushnell,_
10/04/2015,AFV35,1,1,D,Bushnell,_
11/04/2015,AFV35,1,1,D,Bushnell,_
12/04/2015,AFV35,1,1,D,Bushnell,_
13/04/2015,AFV35,1,1,D,Bushnell,_
13/03/2015,AFV36,1,1,D,Bushnell,_
14/03/2015,AFV36,1,1,D,Bushnell,_
15/03/2015,AFV36,1,1,D,Bushnell,_
16/03/2015,AFV36,1,1,D,Bushnell,_
17/03/2015,AFV36,1,1,D,Bushnell,_
18/03/2015,AFV36,1,1,D,Bushnell,_
19/03/2015,AFV36,1,1,D,Bushnell,_
20/03/2015,AFV36,1,1,D,Bushnell,_
21/03/2015,AFV36,1,1,D,Bushnell,_
22/03/2015,AFV36,1,1,D,Bushnell,_
23/03/2015,AFV36,1,1,D,Bushnell,_
24/03/2015,AFV36,1,1,D,Bushnell,_
25/03/2015,AFV36,1,1,D,Bushnell,_
26/03/2015,AFV36,1,1,D,Bushnell,_
27/03/2015,AFV36,1,1,D,Bushnell,_
